Supplementary Data 3 -Differentially expressed genes in food allergy,,,,,,,,,,,,,,
transcript ID,entrez ID,symbol,chromosome,start,end,biotype,description,log FoldChange (case-control),Average Expression,t statistic,P.Value,adjusted.P.Value,B score,direction
ENSG00000104885,84444,DOT1L,19,2164148,2232577,protein_coding,DOT1-like histone H3K79 methyltransferase [Source:HGNC Symbol;Acc:24948],0.365244336,6.071574999,5.07404395,2.68E-06,0.000552111,4.394103843,up
ENSG00000118596,9194,SLC16A7,12,59989848,60176395,protein_coding,"solute carrier family 16 (monocarboxylate transporter), member 7 [Source:HGNC Symbol;Acc:10928]",0.365263167,4.851647932,3.09344234,0.002767638,0.041666971,-1.982989552,up
ENSG00000158062,91544,UBXN11,1,26607819,26644854,protein_coding,UBX domain protein 11 [Source:HGNC Symbol;Acc:30600],0.366568737,4.164227739,3.255806597,0.001689907,0.031284015,-1.444934705,up
ENSG00000198911,6721,SREBF2,22,42229109,42303312,protein_coding,sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:11290],0.366707597,7.365911706,4.569898309,1.85E-05,0.001840974,2.498080117,up
ENSG00000165915,91252,SLC39A13,11,47428683,47438047,protein_coding,"solute carrier family 39 (zinc transporter), member 13 [Source:HGNC Symbol;Acc:20859]",0.368743014,4.041162622,4.128111543,9.28E-05,0.005405627,1.243585321,up
ENSG00000204217,659,BMPR2,2,203241659,203432474,protein_coding,"bone morphogenetic protein receptor, type II (serine/threonine kinase) [Source:HGNC Symbol;Acc:1078]",0.369329508,6.090686185,4.263064782,5.73E-05,0.004039414,1.50119192,up
ENSG00000212907,4539,MT-ND4L,MT,10470,10766,protein_coding,mitochondrially encoded NADH dehydrogenase 4L [Source:HGNC Symbol;Acc:7460],0.371071995,9.883545219,3.464566657,0.000883402,0.021527152,-1.173496104,up
ENSG00000166987,114785,MBD6,12,57914493,57923931,protein_coding,methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:20445],0.371387863,5.140502213,4.975714734,3.94E-06,0.000687933,4.088250216,up
ENSG00000107819,81855,SFXN3,10,102790991,102800998,protein_coding,sideroflexin 3 [Source:HGNC Symbol;Acc:16087],0.372028401,5.374271253,4.207145477,7.00E-05,0.004524811,1.341742693,up
ENSG00000213563,414919,C8orf82,8,145751117,145754516,protein_coding,chromosome 8 open reading frame 82 [Source:HGNC Symbol;Acc:33826],0.372556646,2.587187587,3.802387069,0.000287441,0.01072662,0.270898991,up
ENSG00000196998,11152,WDR45,X,48929385,48958108,protein_coding,WD repeat domain 45 [Source:HGNC Symbol;Acc:28912],0.372863061,3.932055898,3.521471086,0.00072929,0.019569464,-0.637945707,up
ENSG00000260968,23513,SCRIB,HG104_HG975_PATCH,144873090,144897549,protein_coding,scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:30377],0.375307647,4.582605601,4.585241418,1.75E-05,0.001766115,2.714071458,up
ENSG00000114554,5361,PLXNA1,3,126707437,126756235,protein_coding,plexin A1 [Source:HGNC Symbol;Acc:9099],0.376123909,4.689684357,3.590120493,0.000583158,0.01679494,-0.539950524,up
ENSG00000075234,55020,TTC38,22,46663858,46689905,protein_coding,tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:26082],0.37626109,2.841079177,3.402695272,0.00106718,0.023711751,-0.907898218,up
ENSG00000180900,23513,SCRIB,8,144873090,144897549,protein_coding,scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:30377],0.376488574,4.582823388,4.600600862,1.65E-05,0.001703732,2.768094847,up
ENSG00000136295,80727,TTYH3,7,2671585,2704436,protein_coding,tweety family member 3 [Source:HGNC Symbol;Acc:22222],0.378261602,4.970039678,3.869785527,0.000228489,0.009370017,0.271784753,up
ENSG00000042286,84883,AIFM2,10,71857979,71892690,protein_coding,"apoptosis-inducing factor, mitochondrion-associated, 2 [Source:HGNC Symbol;Acc:21411]",0.379052589,3.273983886,3.017912598,0.003462134,0.047428972,-1.985957314,up
ENSG00000197324,26020,LRP10,14,23340822,23350789,protein_coding,low density lipoprotein receptor-related protein 10 [Source:HGNC Symbol;Acc:14553],0.380440978,6.840728512,5.808518111,1.38E-07,0.000104487,7.212760393,up
ENSG00000153443,124402,UBALD1,16,4658884,4665028,protein_coding,UBA-like domain containing 1 [Source:HGNC Symbol;Acc:29576],0.380569632,3.639285183,3.673774247,0.00044253,0.01412501,-0.167796655,up
ENSG00000157617,25966,C2CD2,21,43305221,43373999,protein_coding,C2 calcium-dependent domain containing 2 [Source:HGNC Symbol;Acc:1266],0.380734863,4.063659127,3.264057993,0.001647381,0.03080651,-1.423303799,up
ENSG00000039523,79567,FAM65A,16,67552321,67580691,protein_coding,"family with sequence similarity 65, member A [Source:HGNC Symbol;Acc:25836]",0.381628214,4.505394532,3.644290518,0.000487941,0.015040076,-0.353560368,up
ENSG00000248527,NA,MTATP6P1,1,569076,569756,pseudogene,mitochondrially encoded ATP synthase 6 pseudogene 1 [Source:HGNC Symbol;Acc:44575],0.381692284,8.047348553,3.202995611,0.00200501,0.034544937,-1.915086784,up
ENSG00000179094,102465532,PER1,17,8043790,8059824,protein_coding,period circadian clock 1 [Source:HGNC Symbol;Acc:8845],0.382419435,5.704982359,3.507560137,0.000765004,0.020090896,-0.919739471,up
ENSG00000069020,375449,MAST4,5,65892176,66465423,protein_coding,microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:19037],0.382960527,5.949456768,3.792719111,0.000297365,0.010977484,-0.058187723,up
ENSG00000115368,84128,WDR75,2,190306159,190340291,protein_coding,WD repeat domain 75 [Source:HGNC Symbol;Acc:25725],0.384026907,6.709114354,3.228433384,0.00185222,0.032960507,-1.794195215,up
ENSG00000167114,10999,SLC27A4,9,131102925,131123749,protein_coding,"solute carrier family 27 (fatty acid transporter), member 4 [Source:HGNC Symbol;Acc:10998]",0.384242737,4.053368063,3.846467285,0.000247438,0.009812446,0.303952445,up
ENSG00000267556,23098,SARM1,HG883_PATCH,26691378,26725182,protein_coding,sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:17074],0.384881783,3.41191331,4.764339349,8.89E-06,0.00117335,3.402293259,up
ENSG00000116260,5768,QSOX1,1,180123969,180173165,protein_coding,quiescin Q6 sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:9756],0.385039064,5.091557573,5.580779499,3.53E-07,0.000166336,6.376027232,up
ENSG00000106351,3268,AGFG2,7,100136834,100165842,protein_coding,ArfGAP with FG repeats 2 [Source:HGNC Symbol;Acc:5177],0.386203074,4.599191313,4.276918109,5.45E-05,0.003952935,1.650408491,up
ENSG00000090975,57605,PITPNM2,12,123468027,123634562,protein_coding,"phosphatidylinositol transfer protein, membrane-associated 2 [Source:HGNC Symbol;Acc:21044]",0.387191748,5.651699776,4.213704296,6.84E-05,0.004512354,1.383953837,up
ENSG00000215845,100131187,TSTD1,1,161007421,161008780,protein_coding,thiosulfate sulfurtransferase (rhodanese)-like domain containing 1 [Source:HGNC Symbol;Acc:35410],0.387423888,4.315610906,3.760034754,0.000331643,0.011759627,-0.001610758,up
ENSG00000186716,613,BCR,22,23521891,23660224,protein_coding,breakpoint cluster region [Source:HGNC Symbol;Acc:1014],0.387435802,6.248334486,4.145459225,8.73E-05,0.005194826,1.085047292,up
ENSG00000122965,9904,RBM19,12,114254543,114404176,protein_coding,RNA binding motif protein 19 [Source:HGNC Symbol;Acc:29098],0.389614606,5.741306382,3.7653044,0.000326025,0.01164752,-0.118015177,up
ENSG00000126351,7067,THRA,17,38214543,38250120,protein_coding,"thyroid hormone receptor, alpha [Source:HGNC Symbol;Acc:11796]",0.391387106,5.035359004,4.124708111,9.40E-05,0.005437717,1.138920862,up
ENSG00000125170,55715,DOK4,16,57505863,57521239,protein_coding,docking protein 4 [Source:HGNC Symbol;Acc:19868],0.392687365,2.257312256,3.16112524,0.002257434,0.037126623,-1.517133222,up
ENSG00000073350,3993,LLGL2,17,73521161,73571289,protein_coding,lethal giant larvae homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:6629],0.393751242,2.70429552,3.051280185,0.003137325,0.044767401,-1.809112685,up
ENSG00000164054,51246,SHISA5,3,48509197,48542259,protein_coding,shisa family member 5 [Source:HGNC Symbol;Acc:30376],0.39378119,6.771464831,4.050119899,0.000122561,0.006494373,0.738085584,up
ENSG00000123908,27161,AGO2,8,141541264,141645718,protein_coding,argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:3263],0.394352595,5.325962812,4.299044255,5.03E-05,0.003720155,1.657859538,up
ENSG00000137502,27314,RAB30,11,82684175,82782965,protein_coding,"RAB30, member RAS oncogene family [Source:HGNC Symbol;Acc:9770]",0.396737274,5.089224771,3.239814325,0.001779214,0.032272197,-1.610884296,up
ENSG00000064932,22904,SBNO2,19,1107636,1174282,protein_coding,strawberry notch homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:29158],0.397081137,5.726430564,3.608065649,0.000551589,0.016329043,-0.611791358,up
ENSG00000112655,5754,PTK7,6,43044006,43129457,protein_coding,protein tyrosine kinase 7 [Source:HGNC Symbol;Acc:9618],0.399068725,3.489639112,3.432543161,0.000970541,0.022547145,-0.886662384,up
ENSG00000272879,9138,ARHGEF1,HG1350_HG959_PATCH,42389105,42413350,protein_coding,"ARHGEF1 protein; Rho guanine nucleotide exchange factor (GEF) 1, isoform CRA_g; Rho guanine nucleotide exchange factor 1  [Source:UniProtKB/TrEMBL;Acc:Q6NX52]",0.399679972,7.337905984,3.357890413,0.001241224,0.026308365,-1.448127259,up
ENSG00000145217,10861,SLC26A1,4,972861,987228,protein_coding,"solute carrier family 26 (anion exchanger), member 1 [Source:HGNC Symbol;Acc:10993]",0.400219447,1.412100096,3.008709654,0.003557059,0.048204289,-1.870790349,up
ENSG00000100003,23541,SEC14L2,22,30792846,30821305,protein_coding,SEC14-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:10699],0.40054779,3.680686657,4.004053279,0.00014366,0.007226672,0.834069728,up
ENSG00000103522,50615,IL21R,16,27413483,27462115,protein_coding,interleukin 21 receptor [Source:HGNC Symbol;Acc:6006],0.400765286,6.618568281,4.362231973,4.00E-05,0.003167026,1.796714925,up
ENSG00000103249,1186,CLCN7,16,1494935,1525581,protein_coding,"chloride channel, voltage-sensitive 7 [Source:HGNC Symbol;Acc:2025]",0.401445211,5.546364153,3.311493162,0.001426861,0.028736769,-1.442467695,up
ENSG00000144655,64651,CSRNP1,3,39183346,39196053,protein_coding,cysteine-serine-rich nuclear protein 1 [Source:HGNC Symbol;Acc:14300],0.404757949,5.555745739,3.471873468,0.00085835,0.021270129,-0.981596612,up
ENSG00000108784,4669,NAGLU,17,40688190,40696467,protein_coding,"N-acetylglucosaminidase, alpha [Source:HGNC Symbol;Acc:7632]",0.404980949,3.735043336,4.011915,0.000139771,0.007145362,0.867282661,up
ENSG00000176658,4642,MYO1D,17,30819540,31204195,protein_coding,myosin ID [Source:HGNC Symbol;Acc:7598],0.406360349,3.073706217,3.724016745,0.00037427,0.012721126,0.008015897,up
ENSG00000185033,10509,SEMA4B,15,90703836,90772911,protein_coding,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B [Source:HGNC Symbol;Acc:10730]",0.407213268,3.588846956,3.137376248,0.002425442,0.038774186,-1.685425683,up
ENSG00000128309,4357,MPST,22,37415676,37425863,protein_coding,mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:7223],0.408612922,2.782511321,3.365617264,0.001199884,0.025633768,-1.012944432,up
ENSG00000175115,55690,PACS1,11,65837834,66012218,protein_coding,phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:30032],0.409525829,7.581191617,6.997693299,8.86E-10,2.97E-06,12.08561613,up
ENSG00000182319,157285,SGK223,8,8175258,8244008,protein_coding,Tyrosine-protein kinase SgK223  [Source:UniProtKB/Swiss-Prot;Acc:Q86YV5],0.410686865,5.200735089,3.480217503,0.000833749,0.021027806,-0.900775351,up
ENSG00000140948,23174,ZCCHC14,16,87439852,87525651,protein_coding,"zinc finger, CCHC domain containing 14 [Source:HGNC Symbol;Acc:24134]",0.411181941,4.659067154,4.154107399,8.47E-05,0.005151161,1.26701054,up
ENSG00000168917,80723,SLC35G2,3,136537489,136574734,protein_coding,"solute carrier family 35, member G2 [Source:HGNC Symbol;Acc:28480]",0.411695161,2.059659326,3.152892981,0.002314401,0.037734531,-1.529499221,up
ENSG00000179627,100128927,ZBTB42,14,105266933,105271049,protein_coding,zinc finger and BTB domain containing 42 [Source:HGNC Symbol;Acc:32550],0.412615515,2.438298666,3.221257424,0.001879399,0.033195672,-1.353851437,up
ENSG00000164733,1508,CTSB,8,11700033,11726957,protein_coding,cathepsin B [Source:HGNC Symbol;Acc:2527],0.412914173,7.373708413,3.090583346,0.002819225,0.041941525,-2.206036068,up
ENSG00000030582,2896,GRN,17,42422614,42430470,protein_coding,granulin [Source:HGNC Symbol;Acc:4601],0.413859602,5.383070327,3.734074214,0.000362765,0.012374678,-0.19596958,up
ENSG00000004139,23098,SARM1,17,26691378,26728065,protein_coding,sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:17074],0.414501354,3.86503214,5.25888148,1.29E-06,0.000337874,5.190291094,up
ENSG00000179832,727957,MROH1,8,145202919,145316843,protein_coding,maestro heat-like repeat family member 1 [Source:HGNC Symbol;Acc:26958],0.416097436,4.002704667,3.368007607,0.00119088,0.025557188,-1.098169968,up
ENSG00000267120,NA,AD000671.6,19,36230153,36236333,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2N4],0.416168515,3.443762555,3.103858261,0.002682487,0.041140195,-1.78626023,up
ENSG00000127585,146330,FBXL16,16,742500,755829,protein_coding,F-box and leucine-rich repeat protein 16 [Source:HGNC Symbol;Acc:14150],0.417474483,3.429244503,3.276452773,0.001585383,0.030374944,-1.283517449,up
ENSG00000132334,5791,PTPRE,10,129705325,129884119,protein_coding,"protein tyrosine phosphatase, receptor type, E [Source:HGNC Symbol;Acc:9669]",0.419456938,4.673171647,4.343423642,4.28E-05,0.003335955,1.867878314,up
ENSG00000174516,246330,PELI3,11,66234216,66244808,protein_coding,pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:30010],0.42117831,3.151717102,4.211716248,6.89E-05,0.004517583,1.533340035,up
ENSG00000185418,123283,TARSL2,15,102193801,102264807,protein_coding,threonyl-tRNA synthetase-like 2 [Source:HGNC Symbol;Acc:24728],0.421308339,4.549219277,3.976147812,0.000158321,0.007661651,0.673892619,up
ENSG00000083838,55663,ZNF446,19,58985384,58992597,protein_coding,zinc finger protein 446 [Source:HGNC Symbol;Acc:21036],0.421309955,3.479011656,4.819814008,7.19E-06,0.001042833,3.595911457,up
ENSG00000184182,140739,UBE2F,2,238875469,238951236,protein_coding,ubiquitin-conjugating enzyme E2F (putative) [Source:HGNC Symbol;Acc:12480],0.424532964,6.517829053,4.582652652,1.77E-05,0.001773837,2.572912962,up
ENSG00000129493,25938,HEATR5A,14,31760994,31889788,protein_coding,HEAT repeat containing 5A [Source:HGNC Symbol;Acc:20276],0.42504717,4.006592844,5.293532505,1.12E-06,0.000311932,5.318473495,up
ENSG00000072134,100874309,EPN2,17,19118928,19240028,protein_coding,epsin 2 [Source:HGNC Symbol;Acc:18639],0.425974229,2.709232692,3.09301799,0.00277091,0.041682968,-1.715858004,up
ENSG00000135931,80210,ARMC9,2,232063260,232239548,protein_coding,armadillo repeat containing 9 [Source:HGNC Symbol;Acc:20730],0.426884323,1.280017118,3.14781173,0.00235023,0.037990342,-1.5286014,up
ENSG00000162894,9214,FAIM3,1,207077731,207096592,protein_coding,Fas apoptotic inhibitory molecule 3 [Source:HGNC Symbol;Acc:14315],0.428519911,7.195438861,5.144464635,2.03E-06,0.000467591,4.691062961,up
ENSG00000179588,161882,ZFPM1,16,88519725,88603424,protein_coding,"zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:19762]",0.428740882,2.288266768,3.405919609,0.001056319,0.023579886,-0.862362248,up
ENSG00000185650,677,ZFP36L1,14,69254377,69263190,protein_coding,ZFP36 ring finger protein-like 1 [Source:HGNC Symbol;Acc:1107],0.429651681,7.683141295,5.438481997,6.28E-07,0.000215041,5.737175402,up
ENSG00000148832,196743,PAOX,10,135192695,135205198,protein_coding,polyamine oxidase (exo-N4-amino) [Source:HGNC Symbol;Acc:20837],0.42992379,1.602969083,2.999492604,0.003654546,0.049277592,-1.893428745,up
ENSG00000160932,4061,LY6E,8,144099399,144105249,protein_coding,"lymphocyte antigen 6 complex, locus E [Source:HGNC Symbol;Acc:6727]",0.433664734,6.428267598,3.116049852,0.002612148,0.040425376,-2.093222843,up
ENSG00000269698,11152,WDR45,HG1436_HG1432_PATCH,48931125,48960569,protein_coding,WD repeat domain 45 [Source:HGNC Symbol;Acc:28912],0.434353084,3.342137703,4.577859663,1.80E-05,0.001796401,2.7564116,up
ENSG00000059915,5662,PSD,10,104162376,104181296,protein_coding,pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:9507],0.43493273,2.926487329,3.937854342,0.000180792,0.008198241,0.675769729,up
ENSG00000158050,1844,DUSP2,2,96808905,96811179,protein_coding,dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:3068],0.436136967,4.397589857,3.042183823,0.003229982,0.045456505,-2.050871174,up
ENSG00000135541,54806,AHI1,6,135604670,135818914,protein_coding,Abelson helper integration site 1 [Source:HGNC Symbol;Acc:21575],0.436322649,4.594173587,3.01080884,0.003544667,0.048105466,-2.140769736,up
ENSG00000013364,9961,MVP,16,29831715,29859355,protein_coding,major vault protein [Source:HGNC Symbol;Acc:7531],0.438288531,6.611292547,3.615481043,0.000542911,0.01616291,-0.656415907,up
ENSG00000141564,57521,RPTOR,17,78518619,78940171,protein_coding,"regulatory associated protein of MTOR, complex 1 [Source:HGNC Symbol;Acc:30287]",0.439240548,6.260665229,4.252424817,5.98E-05,0.004149742,1.428543692,up
ENSG00000221968,3995,FADS3,11,61640991,61659523,protein_coding,fatty acid desaturase 3 [Source:HGNC Symbol;Acc:3576],0.44058471,2.350206462,4.200776702,7.17E-05,0.004582172,1.49607789,up
ENSG00000135631,26056,RAB11FIP5,2,73300510,73383849,protein_coding,RAB11 family interacting protein 5 (class I) [Source:HGNC Symbol;Acc:24845],0.442513953,3.815326266,3.156107296,0.002293214,0.037584009,-1.707465097,up
ENSG00000261380,286077,FAM83H,HG104_HG975_PATCH,144806103,144815971,protein_coding,"family with sequence similarity 83, member H [Source:HGNC Symbol;Acc:24797]",0.444654609,1.658773899,3.976133554,0.000158329,0.007661651,0.761701142,up
ENSG00000108828,10493,VAT1,17,41166622,41177140,protein_coding,vesicle amine transport 1 [Source:HGNC Symbol;Acc:16919],0.444809883,5.637225477,5.695468065,2.21E-07,0.000130053,6.801457657,up
ENSG00000085117,3732,CD82,11,44585977,44641913,protein_coding,CD82 molecule [Source:HGNC Symbol;Acc:6210],0.445341065,6.511345314,3.879709155,0.000222654,0.009251435,0.21696054,up
ENSG00000183569,253190,SERHL2,22,42949623,42970388,protein_coding,serine hydrolase-like 2 [Source:HGNC Symbol;Acc:29446],0.446746559,2.428542123,3.421285811,0.001005976,0.022918749,-0.821011307,up
ENSG00000180921,286077,FAM83H,8,144806103,144815971,protein_coding,"family with sequence similarity 83, member H [Source:HGNC Symbol;Acc:24797]",0.449356223,1.660147637,3.964242915,0.000165003,0.007801036,0.726447789,up
ENSG00000173762,924,CD7,17,80272744,80275478,protein_coding,CD7 molecule [Source:HGNC Symbol;Acc:1695],0.451489516,6.588670745,4.749849266,9.42E-06,0.001217111,3.168073503,up
ENSG00000079432,23152,CIC,19,42772689,42799949,protein_coding,capicua transcriptional repressor [Source:HGNC Symbol;Acc:14214],0.452429574,6.687932479,5.515707668,4.60E-07,0.000186917,6.059508454,up
ENSG00000123933,100616358,MXD4,4,2249159,2264021,protein_coding,MAX dimerization protein 4 [Source:HGNC Symbol;Acc:13906],0.453822698,4.045649236,3.417581691,0.0010179,0.023048775,-0.870900051,up
ENSG00000213889,147699,PPM1N,19,45992035,46005768,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative) [Source:HGNC Symbol;Acc:26845]",0.45475845,1.467654808,3.320341128,0.001383023,0.028235227,-1.086731442,up
ENSG00000176973,23625,FAM89B,11,65339820,65341669,protein_coding,"family with sequence similarity 89, member B [Source:HGNC Symbol;Acc:16708]",0.455329845,4.109018241,5.289820876,1.14E-06,0.000312002,5.304924015,up
ENSG00000061938,10188,TNK2,3,195590235,195638816,protein_coding,"tyrosine kinase, non-receptor, 2 [Source:HGNC Symbol;Acc:19297]",0.457707861,6.047424337,4.122075068,9.54E-05,0.005487793,1.025094318,up
ENSG00000148400,4851,NOTCH1,9,139388896,139440314,protein_coding,notch 1 [Source:HGNC Symbol;Acc:7881],0.457898242,6.485115067,4.408392628,3.40E-05,0.002824497,1.957161104,up
ENSG00000181638,286128,ZFP41,8,144328991,144344875,protein_coding,ZFP41 zinc finger protein [Source:HGNC Symbol;Acc:26786],0.458796595,3.672937606,5.227770506,1.46E-06,0.000362401,5.070878388,up
ENSG00000268872,1822,ATN1,HG344_PATCH,7033626,7051484,protein_coding,atrophin 1 [Source:HGNC Symbol;Acc:3033],0.460448128,4.488928223,5.41890653,6.80E-07,0.000215398,5.7810718,up
ENSG00000224383,92340,C17orf72,17,62075711,62081664,protein_coding,chromosome 17 open reading frame 72 [Source:HGNC Symbol;Acc:25673],0.460984421,2.595652312,3.626333274,0.000517735,0.015701867,-0.243970411,up
ENSG00000271529,NA,CICP14,7,128296016,128298845,pseudogene,capicua transcriptional repressor pseudogene 14 [Source:HGNC Symbol;Acc:38542],0.461481341,3.744662639,3.450182025,0.00091738,0.021822765,-0.80280075,up
ENSG00000164574,55568,GALNT10,5,153570290,153800544,protein_coding,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10) [Source:HGNC Symbol;Acc:19873],0.462919265,5.463360429,3.110654072,0.002653174,0.040856706,-2.034787572,up
ENSG00000172819,5916,RARG,12,53604354,53626764,protein_coding,"retinoic acid receptor, gamma [Source:HGNC Symbol;Acc:9866]",0.462975458,5.105271459,4.424112965,3.18E-05,0.002716077,2.112087729,up
ENSG00000111266,80824,DUSP16,12,12628829,12715317,protein_coding,dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:17909],0.463242576,5.874654209,3.90098696,0.000207454,0.008868955,0.28418149,up
ENSG00000158019,9577,BRE,2,28112808,28561768,protein_coding,brain and reproductive organ-expressed (TNFRSF1A modulator) [Source:HGNC Symbol;Acc:1106],0.464197408,5.376100189,4.270014693,5.59E-05,0.004026263,1.564490247,up
ENSG00000111676,1822,ATN1,12,7033626,7051484,protein_coding,atrophin 1 [Source:HGNC Symbol;Acc:3033],0.465455971,4.490615696,5.516439999,4.58E-07,0.000186917,6.153839687,up
ENSG00000123329,64333,ARHGAP9,12,57866038,57882597,protein_coding,Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:14130],0.466858048,7.056364628,4.946271978,4.43E-06,0.00074608,3.879064538,up
ENSG00000179886,84948,TIGD5,8,144680074,144682485,protein_coding,tigger transposable element derived 5 [Source:HGNC Symbol;Acc:18336],0.469000878,1.936894158,3.48293401,0.000825888,0.020919201,-0.64646913,up
ENSG00000179715,91523,PCED1B,12,47473386,47630443,protein_coding,PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:28255],0.471965355,6.652261126,4.650960411,1.38E-05,0.001511802,2.805018514,up
ENSG00000196155,25894,PLEKHG4,16,67311413,67323402,protein_coding,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4 [Source:HGNC Symbol;Acc:24501]",0.472659485,4.07132337,4.025580879,0.00013325,0.006905574,0.880292979,up
ENSG00000136048,55332,DRAM1,12,102271129,102405908,protein_coding,DNA-damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:25645],0.476653863,2.90816892,3.0421945,0.003222842,0.045456505,-1.885186761,up
ENSG00000198816,140467,ZNF358,19,7580178,7585912,protein_coding,zinc finger protein 358 [Source:HGNC Symbol;Acc:16838],0.47700177,2.465477494,4.05051174,0.000122099,0.00648812,1.025080419,up
ENSG00000160360,26086,GPSM1,9,139221932,139254057,protein_coding,G-protein signaling modulator 1 [Source:HGNC Symbol;Acc:17858],0.480498351,2.134255777,3.42503049,0.000994055,0.022812476,-0.80699413,up
ENSG00000132510,23135,KDM6B,17,7743222,7758114,protein_coding,lysine (K)-specific demethylase 6B [Source:HGNC Symbol;Acc:29012],0.483727099,5.99734602,5.722670578,1.97E-07,0.00012005,6.907183547,up
ENSG00000056558,7185,TRAF1,9,123664671,123691451,protein_coding,TNF receptor-associated factor 1 [Source:HGNC Symbol;Acc:12031],0.48692529,7.485915452,4.914089035,5.05E-06,0.000836084,3.744864266,up
ENSG00000171298,2548,GAA,17,78075355,78093678,protein_coding,"glucosidase, alpha; acid [Source:HGNC Symbol;Acc:4065]",0.487880055,4.723848956,4.036605409,0.000128477,0.006705544,0.836396442,up
ENSG00000158792,124044,SPATA2L,16,89762751,89768113,protein_coding,spermatogenesis associated 2-like [Source:HGNC Symbol;Acc:28393],0.488307377,1.800799049,3.394147293,0.001096485,0.024151228,-0.888252276,up
ENSG00000228253,4509,MT-ATP8,MT,8366,8572,protein_coding,mitochondrially encoded ATP synthase 8 [Source:HGNC Symbol;Acc:7415],0.494091122,8.766657565,3.781201497,0.000315139,0.011411573,-0.200842942,up
ENSG00000107140,7016,TESK1,9,35605367,35610038,protein_coding,testis-specific kinase 1 [Source:HGNC Symbol;Acc:11731],0.49425106,4.524345797,4.662244893,1.31E-05,0.001468556,2.991300128,up
ENSG00000089041,5027,P2RX7,12,121570622,121623876,protein_coding,"purinergic receptor P2X, ligand-gated ion channel, 7 [Source:HGNC Symbol;Acc:8537]",0.49470402,2.670013249,3.016079215,0.003480855,0.047512916,-1.922713387,up
ENSG00000126264,10870,HCST,19,36393382,36395279,protein_coding,hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:16977],0.495653013,5.112126026,4.24735932,6.09E-05,0.00419588,1.491225321,up
ENSG00000171206,81603,TRIM8,10,104404253,104418164,protein_coding,tripartite motif containing 8 [Source:HGNC Symbol;Acc:15579],0.496130053,4.904725324,5.998478621,6.29E-08,5.65E-05,8.027450351,up
ENSG00000164691,117289,TAGAP,6,159455500,159466184,protein_coding,T-cell activation RhoGTPase activating protein [Source:HGNC Symbol;Acc:15669],0.500892867,6.666141266,4.431109803,3.15E-05,0.002716077,2.026143927,up
ENSG00000099904,29801,ZDHHC8,22,20116979,20135530,protein_coding,"zinc finger, DHHC-type containing 8 [Source:HGNC Symbol;Acc:18474]",0.501267264,4.78734004,3.873799168,0.000226281,0.009340414,0.323311973,up
ENSG00000075399,9605,VPS9D1,16,89773542,89787394,protein_coding,VPS9 domain containing 1 [Source:HGNC Symbol;Acc:13526],0.504141946,3.112653847,4.979057255,3.89E-06,0.000685388,4.143725022,up
ENSG00000198520,339541,C1orf228,1,45140364,45191263,protein_coding,chromosome 1 open reading frame 228 [Source:HGNC Symbol;Acc:34345],0.50492856,4.523109876,3.465716658,0.000879084,0.021480632,-0.916856671,up
ENSG00000177707,25945,PVRL3,3,110788918,110994410,protein_coding,poliovirus receptor-related 3 [Source:HGNC Symbol;Acc:17664],0.505690889,1.64145582,3.277709099,0.001579223,0.030374944,-1.195194123,up
ENSG00000155926,6503,SLA,8,134048973,134115298,protein_coding,Src-like-adaptor [Source:HGNC Symbol;Acc:10902],0.511643081,6.837168174,4.857684163,6.32E-06,0.000976452,3.54337154,up
